No,Kalimat,Judul,Penulis,Fakultas
2,2022.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
3,“Efektivitas Model Pembelajaran SAVI Berbantuan Aplikasi Animaker Dalam Meningkatkan Keaktifan dan Kemampuan Pemecahan Masalah”.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
4,Skripsi Program Studi Pendidikan IPA Fakultas Keguruan dan Ilmu Pendidikan Universitas Tidar.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
5,"Pembimbing I Eko Juliyanto, S.Pd., M.Pd.",SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
6,"dan Pembimbing II Riva Ismawati, S.Pd., M.Sc.",SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
7,Observasi yang dilakukan pada SMP N 2 Muntilan ditemukan bahwa keaktifan siswa di dalam kelas rendah.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
8,"Penyebabnya adalah minim rasa percaya diri siswa saat pembelajaran, kurangnya wadah untuk siswa mengemukakan pendapatnya saat kegiatan belajar, serta kegiatan belajar berfokus pada guru.",SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
9,Akibatnya kurang keterampilan pemecahan masalah siswa karena guru kurang memberikan beragam permasalahan.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
10,Tujuan penelitian ini (1) untuk mengetahui efektifitas model pembelajaran SAVI berbantuan aplikasi animaker dalam meningkatkan keaktufan siswa.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
11,(2) untuk mengetahui efektifitas model pembelajaran SAVI berbantuan aplikasi animaker efektif dalam meningkatkan kemampuan pemecahn masalah.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
12,(3) untuk mengetahui apakah keaktifan mempengaruhi terhadap kemampuan pemecahan masalah siswa dalam penerapan model pembelajaran SAVI berbantuan aplikasi animaker.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
13,Metode yang digunakan dengan pendekatan kuantitatif dengan jenis penelitian quasi eksperimen yang menggunakan desain nonequivalent control group design.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
14,Hipotesis I menggunakan uji independent sample t-test menunjukkan bahwa signifikansi 0.042 < 0.05 sehingga dapat dikatakan Ha diterima.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
15,Hipotesis II menggunakan uji independent sample t-test menunjukkan bahwa signifikansi 0.038 < 0.05 dapat dikatakan bahwa Ha diterima.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
16,"Hipotesis III menggunakan uji kolerasi dan regresi menujukkan nilai signifikansi 0.014 < 0.05, maka dapat dinyatakan bahwa Ha diterima.",SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
17,Kesimpulan penelitian ini (1) Terdapat perbedaan peningkatan keaktifan siswa kelas eksperimen dan kelas kontrol dalam penerapan model pembelajaran SAVI berbantuan aplikasi animaker.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
18,(2) Terdapat perbedaan peningkatan kemampuan pemecahan masalah siswa kelas eksperimen dan kelas kontrol dalam menggunakan model pembelajaran SAVI berbantuan apikasi animaker.,SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
19,"(3) Pengaruh keaktifan terhadap kemampuan pemecahan masalah dilihat dari hasil uji kolerasi dan regresi sebesar 0.014, berarti keaktifan siswa mempengaruhi kemampuan pemecahan masalah, sehingga model pembelajaran SAVI berbantuan aplikasi animaker efektif.",SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
20,"Kata Kunci: Keaktifan Siswa, Kemampuan Pemecahan Masalah, Aplikasi Animaker, Model Pembelajaran SAVI",SKRIPSI EFEKTIVITAS MODEL PEMBELAJARAN SAVI BERBANTUAN APLIKASI ANIMAKER DALAM MENINGKATKAN KEAKTIFAN DAN KEMAMPUAN PEMECAHAN MASALAH,SHINTA RESTIANI,PRODI_S1_PENDIDIKAN_ILMU_PENGETAHUAN_ALAMFAKULTAS_FKIP
1,"INTISARI PENGARUH MACAM PUPUK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.) Handika Konie Bayu Satriawan email: [email protected] Penelitian ini bertujuan untuk mengetahui pengaruh pemberian pupuk NPK, macam varietas, dan interaksinya pada hasil tanaman kacang tanah (Arachis hypogaea L.).",SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
2,"Penelitian ini dilaksanakan tanggal 18 Agustus sampai 28 November 2021 di Desa Balekerto, Kecamatan Kaliangkrik, Kabupaten Magelang.",SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
3,"Ketinggian tempat penelitian 700 m dpl, jenis tanah latosol.",SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
4,Metode penelitian menggunakan percobaan non faktorial (3x3) disusun dalam rancangan acak kelompok lengkap (RAKL) dengan tiga blok.,SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
5,"Faktor pertama pemberian pupuk NPK yaitu pupuk phonska, pupuk mutiara, dan pupuk campur.",SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
6,"Faktor kedua varietas kacang tanah yaitu talam 1, gajah dan hypoma 1.",SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
7,"Hasil penelitian menunjukkan bahwa Perbedaan macam pupuk tidak menunjukkan berbeda nyata pada parameter jumlah polong isi segar per tanaman, berat polong isi segar per tanaman, berat polong kering simpan per tanaman, kandungan protein, kandungan karbohidrat dan kandungan lemak.",SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
8,"Perbedaan macam varietas kacang tidak menunjukkan berbeda nyata pada parameter jumlah polong isi segar per tanaman, berat polong isi segar per tanaman, berat polong kering simpan per tanaman, kandungan protein, kandungan karbohidrat dan kandungan lemak.",SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
9,Terjadinya interaksi macam pupuk dan macam varietas pada parameter pengamatan jumlah polong isi pertanaman.,SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
10,"Kata kunci : Kacang tanah, pupuk anorganik, varietas.",SKRIPSI PENGARUH MACAM PUPUK NPK DAN VARIETAS TERHADAP HASIL TANAMAN KACANG TANAH (Arachis hypogaea L.),HANDIKA KONIE BAYU SATRIAWAN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
1,ABSTRAK Youtube sebagai media sosial yang paling sering digunakan masyarakat Indonesia.,SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
2,"Dilansir melalui kanal Youtube Pantene Indonesia Keanu Angelo menjadi celebrity endorser iklan Youtube bergender pria pertama yang digunakan oleh Pantene, yang sebelumnya celebrity endorser wanita dengan memiliki citra produk yang elegan dan berkelas serta produk tersebut ditujukan untuk wanita.",SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
3,Selain itu Pantene yang dibintangi oleh Keanu Angelo mendapatkan predikat TOP Brand.,SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
4,Penelitian ini dilakukan untuk mengetahui pengaruh variabel celebrity endorser terhadap keputusan pembelian.,SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
5,Teori yang digunakan adalah teori S-R yang menunjukan sebagai proses aksi dan reaksi yang sangat sederhana.,SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
6,Teori ini dapat dianggap sebagai proses pertukaran atau perpindahan informasi Penelitian yang dilakukan adalah kuantitatif bersifat asosiatif kausal.,SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
7,"Sampel didapatkan melalui teknik purposive sampling ,dengan rumus Cochran didapatkan sampel minimal adalah 96 sampel.",SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
8,Teknik pengambilan data menggunakan kuesioner dan diolah dengan teknik regresi linear sederhana.,SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
9,Berdasarkan perhitungan dan analisis regresi ditemukan hasil penelitian bahwa hipotesis diterima yaitu terdapat pengaruh penggunaan celebrity endorser terhadap keputusan pembelian produk Pantene versi Miracles Hair Supplement dalam iklan Youtube yang diiklankan oleh Keanu Angelo.,SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
10,"Kata kunci: Keputusan Pembelian, Celebrity Endorser",SKRIPSI PENGARUH CELEBRITY ENDORSER KEANU ANGELO DALAM IKLAN YOUTUBE PANTENE MIRACLES HAIR SUPPLEMENT TERHADAP KEPUTUSAN PEMBELIAN,DWIKI SETYA HENDRAWAN,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
1,"ABSTRAK Yulia, Nurma.",SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
2,2023 “Kajian Etnobotani Jamu Di Dusun Kiringan Kabupaten Bantul sebagai Buku Referensi Biologi Materi Plantae”.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
3,Skripsi.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
4,Program Studi Pendidikan Biologi.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
5,Fakultas Keguruan dan Ilmu Pendidikan.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
6,Universitas Tidar.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
7,Pembimbing I Dr.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
8,"Setiyo Prajoko, M.Pd., Pembimbing II Muhammad Radian Nur Alamsyah, M.Pd.",SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
9,"Kata Kunci: Etnobotani, Tumbuhan, Jamu, Dusun Kiringan, Buku Referensi.",SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
10,Dusun Kiringan merupakan desa sentra jamu di Kabupaten Bantul yang sebagian besar masyarakatnya berprofesi sebagai penjual jamu.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
11,Pengetahuan mengenai jenis serta bagian tumbuhan yang digunakan dalam pembuatan jamu hanya diketahui oleh produsen jamu dan diwariskan kepada keturunannya yang ingin melanjutkan usaha jamu.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12,Salah satu cara untuk mempertahankan ilmu pengetahuan lokal masyarakat yaitu melalui pengenalan kajian etnobotani yang diintegrasikan pada pembelajaran di sekolah.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
13,Penelitian ini bertujuan untuk mengetahui pemanfaatan dan kelestarian tumbuhan jamu yang digunakan masyarakat Dusun Kiringan Kabupaten Bantul serta mengetahui kelayakan buku referensi berbasis kajian Etnobotani jamu di Dusun Kiringan Kabupaten Bantul sebagai sumber belajar Biologi.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
14,Penelitian ini dibagi menjadi 2 tahap yaitu penelitian etnografi dan penelitian Research and Development (R&D).,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
15,Penelitian etnografi yaitu untuk mengidentifikasi jenis tumbuhan yang digunakan masyarakat Dusun Kiringan dalam pembuatan jamu.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
16,Hasil penelitian etnografi kemudian dijadikan sebagai sumber belajar berupa buku referensi.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
17,Pengembangan buku referensi menggunakan metode penelitian Research and Development (R&D) dengan model 4D yang dilaksanakan sampai tahap develop.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
18,Berdasarkan penelitian yang telah dilaksanakan diketahui tumbuhan yang digunakan sebanyak 21 tumbuhan yang termasuk kedalam 20 spesies dimana terdapat 2 tumbuhan yang merupakan 1 spesies yang sama dengan varietas yang berbeda.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
19,"Bagian tumbuhan yang digunakan dalam pembuatan jamu yaitu batang, rimpang, buah, bunga, daun, biji.",SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
20,"Status konservasi dari 21 tumbuhan yang digunakan termasuk kedalam 3 status konservasi diantaranya adalah Not Evaluated (43%), Data Deficient (38%), dan Least Concern (19%).",SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
21,"Penilaian kelayakan buku referensi oleh ahli materi adalah 96,3% dengan kriteria kelayakan sangat baik dan layak digunakan dengan revisi.",SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
22,Penilaian kelayakan buku referensi oleh ahli media adalah 97% dengan kriteria kelayakan sangat baik dan layak digunakan tanpa revisi.,SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
23,"Kelayakan keseluruhan buku referensi didapatkan nilai rata-rata 94,35% dengan kriteria sangat baik.",SKRIPSI KAJIAN ETNOBOTANI JAMU DI DUSUN KIRINGAN KABUPATEN BANTUL SEBAGAI BUKU REFERENSI BIOLOGI MATERI PLANTAE,NURMA YULIA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,"ABSTRAK Prahara, Tegar Satya.",SKRIPSI PENGEMBANGAN NOVEL SEBAGAI SUMBER BELAJAR ALTERNATIF UNTUK MENINGKATKAN MOTIVASI BELAJAR SISWA PADA MATERI EVOLUSI,TEGAR SATYA PRAHARA,PRODI_S1_PENDIDIKAN_BIOLOGIFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
